,User ID,Sex,Age-group,Occupation,Company Name,City,Zipcode,Education,Specialization,Job,Career Development,Personal Growth,Educational Content,Healthcare
228,uid000229,F,25-30,social_worker,Baker-Williams,Lake Jenniferhaven,58184,BBA,Substance Abuse Counseling,0,0,0,1,0
229,uid000230,M,40-45,nurse,Lewis-White,West Scott,17535,BSN,Healthcare,1,1,1,0,1
230,uid000231,M,25-30,graphic_designer,"Vasquez, Padilla and Hamilton",Jaredberg,30288,BFA,Visual Identity Design,0,0,0,0,1
231,uid000232,F,30-35,journalist,"Hawkins, Taylor and Ray",Desireemouth,7230,MA Journalism,Science Journalism,0,1,1,0,0
232,uid000233,F,40-45,business_analyst,Bradley and Sons,Shannonbury,88674,MBA,Data Analysis,1,0,0,1,1
233,uid000234,M,40-45,data_analyst,Richards PLC,Richmondfort,76502,BTech,Predictive Analytics,1,0,1,1,1
234,uid000235,F,25-30,journalist,"Harris, Blanchard and Sosa",East Keith,97278,BJMC,Investigative Journalism,0,1,0,1,1
235,uid000236,M,30-35,architect,Foster and Sons,Mayerview,76012,MArch,Civil Engineering,0,0,1,1,0
236,uid000237,M,20-25,business_analyst,"Harris, Daniel and Martinez",West Jack,16782,BBA,Systems Analysis,0,1,0,1,0
237,uid000238,F,25-30,mechanical_engineer,"Mitchell, Brooks and Gonzalez",Jamesview,55675,MTech,Mechanical Design,1,1,1,0,1
238,uid000239,F,40-45,entrepreneur,"Mcdonald, Allen and Andersen",Nicholasview,26120,BBA,Entrepreneurship,0,1,0,0,0
239,uid000240,M,20-25,entrepreneur,Roberts-Randall,Annaville,4253,BBA,Innovation,1,0,1,1,0
240,uid000241,F,35-40,quality_assurance_analyst,Delgado-Anderson,North Melissachester,85000,MTech,Test Documentation,0,0,1,1,1
241,uid000242,M,25-30,chef,"Hall, Kramer and Cunningham",Laurabury,38972,Culinary School Diploma,Culinary Arts,1,1,0,0,0
242,uid000243,M,30-35,athlete,Clark Inc,North Lisafurt,20002,Sports Training,Sports Psychology,0,0,1,1,0
243,uid000244,M,40-45,events_planner,"Harris, Ochoa and Smith",East Jennifer,65084,Event Management Certification,Venue Management,0,1,0,1,0
244,uid000245,M,30-35,research_assistant,Williams-Williams,Lake Veronica,68708,PhD,Chemistry,0,0,0,0,0
245,uid000246,F,40-45,it_manager,Travis-Baker,Thomasborough,10466,BTech,IT Project Management,1,0,0,0,1
246,uid000247,F,20-25,it_manager,Lopez-Norris,Hamiltonchester,24900,BE,Information Security,1,0,1,0,1
247,uid000248,M,25-30,quality_assurance_analyst,Patterson-Hernandez,Billshire,32026,BTech,Regression Testing,0,0,1,0,0
248,uid000249,M,35-40,lawyer,Weeks LLC,Port Davidbury,68837,JD,Immigration Law,0,0,0,0,0
249,uid000250,M,20-25,research_assistant,Ramsey Ltd,Lake Melissa,25572,MTech,Biology,0,0,1,1,1
250,uid000251,M,30-35,journalist,Acosta Group,East Lisachester,888,MA Journalism,Feature Writing,0,1,0,0,0
251,uid000252,M,20-25,financial_analyst,Davenport-Benton,East Sherri,62266,MBA,Financial Planning,1,1,0,1,1
252,uid000253,M,20-25,electrician,Wagner-Patterson,Lake Pamelahaven,33610,Diploma,Electrical Wiring,1,1,0,0,0
253,uid000254,F,40-45,student,"Bender, Johnson and Anderson",Tracystad,38751,BE,Electrical Engineering,0,1,1,0,1
254,uid000255,F,25-30,it_manager,"Dean, Daniels and Mora",Port Linda,8361,BTech,Business Process Automation,0,0,1,0,1
255,uid000256,F,35-40,events_planner,Taylor LLC,Rodrigueztown,72380,Event Management Certification,Venue Management,0,1,0,1,1
256,uid000257,F,20-25,product_manager,Taylor Group,Mezatown,70278,MBA,Customer Insights,0,0,0,1,0
257,uid000258,F,30-35,entrepreneur,Kim-Henry,East Angela,27046,BBA,Strategy,0,1,1,0,0
258,uid000259,M,30-35,events_planner,Chavez-Richardson,Oliviahaven,27186,Event Management Certification,Event Marketing,0,0,1,0,1
259,uid000260,M,30-35,software_engineer,"Andrade, Bradshaw and Castro",Michaelfurt,27651,BE,Cloud Computing,0,1,1,0,1
260,uid000261,F,30-35,events_planner,Thompson-Schneider,Port Zacharyside,95693,Event Management Certification,Event Marketing,0,0,0,0,0
261,uid000262,M,40-45,athlete,"Ruiz, White and Mccoy",West Tiffanyfort,25922,Sports Training,Sports Psychology,0,1,1,1,0
262,uid000263,F,20-25,quality_assurance_analyst,Russell Ltd,Carlosville,39187,BE,Performance Testing,0,1,1,1,1
263,uid000264,F,35-40,graphic_designer,Lewis-Hicks,West Jesse,46229,Diploma,Illustration,1,1,0,1,0
264,uid000265,M,25-30,nurse,"Foster, Lee and Gonzales",West Donaldshire,40670,Diploma,Healthcare,1,1,1,0,0
265,uid000266,F,20-25,business_analyst,Harvey PLC,Nelsonfurt,92582,MBA,Project Management,0,1,0,1,1
266,uid000267,F,30-35,software_engineer,Robertson-Taylor,Michaelchester,18562,BTech,DevOps,0,1,1,1,0
267,uid000268,M,30-35,research_assistant,Watson Inc,Port Williamhaven,98776,MS,Physics,0,0,1,0,0
268,uid000269,M,35-40,data_analyst,Sampson and Sons,West Deborah,69110,BE,Marketing Analytics,0,1,0,1,0
269,uid000270,M,20-25,student,Myers LLC,New Steven,22477,BTech,Mechanical Engineering,0,1,0,1,1
270,uid000271,F,20-25,data_analyst,Skinner LLC,Christinamouth,35168,BE,Marketing Analytics,1,1,1,0,0
271,uid000272,F,40-45,research_assistant,Armstrong-Richards,East Christopherview,97189,MS,Physics,1,1,1,1,1
272,uid000273,F,20-25,teacher,Peterson and Sons,New Martha,23532,BEd,Mathematics Education,1,0,1,0,1
273,uid000274,M,25-30,entrepreneur,"Pierce, Rivera and Cobb",Jacquelineburgh,88485,Diploma,Entrepreneurship,1,0,1,0,0
274,uid000275,M,40-45,nurse,Bowman-Nichols,North Katherineshire,61283,BSN,Healthcare,0,0,0,0,1
275,uid000276,M,20-25,psychologist,Nelson and Sons,Sonyafurt,9012,BA Psychology,Research Psychology,0,0,0,0,0
276,uid000277,F,40-45,financial_analyst,Robinson-Lewis,Whitefort,38910,MBA,Economic Research,0,0,0,1,0
277,uid000278,F,35-40,it_manager,"Garrison, Nicholson and Sutton",East Amberland,55991,MTech,IT Project Management,0,0,0,0,1
278,uid000279,F,25-30,events_planner,Byrd-Lara,Michelleville,93667,Event Management Certification,Event Coordination,1,0,1,1,0
279,uid000280,F,35-40,it_manager,"Taylor, Pope and Garcia",East Madison,72731,MTech,Information Security,0,0,0,0,0
280,uid000281,M,30-35,doctor,Alvarez Ltd,Kennedyport,94730,MD,General Medicine,1,1,1,1,0
281,uid000282,F,30-35,chef,Smith-Cooper,New Susanbury,18645,Culinary School Diploma,Culinary Arts,0,0,0,0,1
282,uid000283,F,30-35,graphic_designer,Romero-Morris,Fitzgeraldburgh,30689,Diploma,Motion Graphics,0,0,0,1,1
283,uid000284,M,40-45,business_analyst,"Payne, Tate and Kirby",Ryanland,92661,BBA,Business Process Analysis,0,1,1,1,1
284,uid000285,M,40-45,lawyer,Arias-Bradshaw,Stevenmouth,85377,JD,Real Estate Law,1,0,0,1,1
285,uid000286,F,20-25,architect,Brown LLC,North Mary,41941,BArch,Civil Engineering,1,1,1,0,1
286,uid000287,F,20-25,social_worker,Cooper LLC,Port Stevenchester,57401,BBA,School Social Work,1,1,1,0,1
287,uid000288,F,40-45,architect,Walker Inc,Fletchermouth,16430,MArch,Architecture,0,1,0,1,0
288,uid000289,F,30-35,financial_analyst,Rice PLC,Ramirezland,73251,BBA,Portfolio Management,1,0,0,0,0
289,uid000290,F,20-25,quality_assurance_analyst,Chapman Inc,East Charles,22675,MTech,Regression Testing,0,0,0,1,0
290,uid000291,M,35-40,nurse,Fuller-Walker,East Spencerstad,6758,BSN,Healthcare,1,0,0,1,0
291,uid000292,F,30-35,athlete,"Spencer, Stanton and Dodson",South Sarahton,4312,Sports Training,Sports Training,0,1,0,0,1
292,uid000293,M,40-45,graphic_designer,Santiago Group,West Amymouth,62519,BFA,Print Design,1,1,1,0,1
293,uid000294,M,25-30,product_manager,"Crawford, Hess and Brown",East Vincentborough,79210,BBA,Market Research and Analysis,1,1,0,0,1
294,uid000295,M,40-45,research_assistant,Osborne LLC,South Joseville,67430,MS,Biology,0,0,1,1,0
295,uid000296,F,25-30,graphic_designer,Cherry Inc,Craigmouth,37776,Diploma,Web Design,1,1,0,1,1
296,uid000297,F,20-25,social_worker,"Clark, Martinez and Gibson",Stevensshire,88668,BBA,Community Outreach,1,0,0,1,0
297,uid000298,F,30-35,financial_analyst,Pugh-Williams,South Sherry,1543,MBA,Asset Allocation,0,1,1,0,1
298,uid000299,F,40-45,business_analyst,"Ross, Villegas and Castillo",East Sydneymouth,3428,BBA,Financial Analysis,0,1,1,1,1
299,uid000300,F,20-25,graphic_designer,Pham-Deleon,Lake Allenfurt,4727,BFA,Illustration,0,0,1,1,1
300,uid000301,M,30-35,mechanical_engineer,Harrison PLC,Walkerstad,36141,BTech,Thermodynamics,0,1,1,1,1
301,uid000302,F,40-45,business_analyst,"Powell, Gordon and Walker",South Jenna,67538,BBA,Business Process Analysis,1,1,0,0,0
302,uid000303,M,30-35,events_planner,Thompson-Everett,Port Stephanie,22131,Event Management Certification,Venue Management,1,0,0,1,0
303,uid000304,M,35-40,marketing_manager,Cochran PLC,Hannahport,44163,MBA,Public Relations,0,0,1,1,0
304,uid000305,F,20-25,nurse,Roman-Robinson,Thomasbury,47453,Diploma,Nursing,1,1,0,0,0
305,uid000306,M,25-30,marketing_manager,"Dawson, Garcia and Wilson",Lake Christy,66292,BBA,Social Media Marketing,1,1,0,1,1
306,uid000307,F,30-35,financial_analyst,Moore-Lopez,West Thomasburgh,66513,MBA,Financial Planning,0,1,1,1,1
307,uid000308,M,40-45,psychologist,"Mclaughlin, Mitchell and Smith",New Taylorborough,55651,MA Psychology,Clinical Psychology,0,0,1,0,1
308,uid000309,M,25-30,electrician,Wright-Murphy,Lake Austin,62710,Diploma,Electrical Wiring,1,0,0,0,0
309,uid000310,F,40-45,business_analyst,Poole LLC,Williamton,6877,MBA,Requirements Gathering,1,0,1,1,0
310,uid000311,F,40-45,data_analyst,"Hall, Sanders and Hines",Morsemouth,23635,BE,Data Visualization,0,0,1,1,0
311,uid000312,M,25-30,quality_assurance_analyst,"Garcia, Fuller and Olson",Dylanview,93884,BTech,Test Documentation,1,0,1,1,1
312,uid000313,F,25-30,architect,"Clark, Burns and Newton",West Melissaland,41189,BArch,Architecture,0,0,0,1,1
313,uid000314,M,30-35,architect,Ryan and Sons,Brandonville,11766,BArch,Civil Engineering,1,1,1,0,1
314,uid000315,M,40-45,data_analyst,"Perez, Dawson and Smith",Peckmouth,76073,MTech,Quantitative Analysis,1,0,0,0,0
315,uid000316,M,20-25,electrician,Campbell PLC,Lindaborough,86602,Diploma,Renewable Energy,0,1,0,0,0
316,uid000317,F,20-25,software_engineer,Henderson-Nichols,Ernestberg,79686,MTech,Mobile App Development,1,1,1,1,1
317,uid000318,F,40-45,student,Harris PLC,New Aaron,77643,BE,Chemical Engineering,1,0,0,0,1
318,uid000319,F,40-45,architect,"White, Cooper and Arnold",Hallton,26267,BArch,Civil Engineering,0,1,0,0,0
319,uid000320,M,40-45,product_manager,Walters and Sons,North Alexis,30237,BBA,Data-driven Product Management,0,1,0,1,0
320,uid000321,M,30-35,mechanical_engineer,Zhang-Alvarez,Briantown,24472,BTech,Thermodynamics,1,0,1,0,0
321,uid000322,F,25-30,events_planner,Brown-Williams,Robertbury,8985,Event Management Certification,Event Marketing,0,0,1,1,1
322,uid000323,F,30-35,lawyer,Foster-Garza,Douglasshire,11448,JD,Criminal Law,0,1,0,0,0
323,uid000324,F,30-35,mechanical_engineer,Ross-Schmidt,Port Elizabeth,76781,MTech,Robotics,1,1,1,0,1
324,uid000325,M,25-30,graphic_designer,Moore-Skinner,Smithmouth,98153,BFA,Logo Design,0,0,1,0,0
325,uid000326,M,20-25,student,"Dudley, Porter and Colon",Port Barbaraside,90740,BTech,Information Technology,1,0,1,0,0
326,uid000327,M,25-30,it_manager,Oconnell Group,Schroederland,23667,MTech,Cybersecurity,0,0,1,1,0
327,uid000328,F,30-35,psychologist,"Johnson, Webster and Duncan",Bradtown,11332,MA Psychology,Clinical Psychology,1,0,0,0,1
328,uid000329,M,30-35,social_worker,"Larsen, Giles and Hill",South Erika,88405,BA,Gerontology,0,1,1,0,1
329,uid000330,F,25-30,it_manager,Jackson Ltd,Port Donald,3076,BE,Cybersecurity,1,1,1,1,1
330,uid000331,F,30-35,chef,"Cook, Rodriguez and Gibson",Williamsberg,48396,Culinary School Diploma,Bakery and Pastry,1,1,0,0,1
331,uid000332,M,30-35,financial_analyst,"Lee, Orr and Kent",Lake Alan,26555,MBA,Economic Research,0,1,1,0,1
332,uid000333,M,20-25,teacher,Mcclain-Massey,New Jennifer,7735,MEd,Science Education,0,1,1,0,0
333,uid000334,F,30-35,research_assistant,Scott-Monroe,West Ericburgh,73161,MTech,Chemistry,0,0,1,0,1
334,uid000335,F,30-35,research_assistant,Hughes LLC,East Gabrielview,9331,MS,Physics,0,1,1,0,1
335,uid000336,F,35-40,research_assistant,"Curtis, Ford and Ray",Dixonmouth,12623,MTech,Biology,1,1,0,0,0
336,uid000337,F,40-45,doctor,Cole-Richardson,Stanleyton,1709,MBBS,Cardiology,0,0,1,0,0
337,uid000338,M,35-40,it_manager,Matthews and Sons,Port Mandyfort,89468,BE,IT Project Management,1,1,0,0,0
338,uid000339,F,30-35,teacher,Wilson LLC,Jacksontown,83960,MEd,Special Education,1,1,0,0,0
339,uid000340,M,25-30,events_planner,Kaufman-Nixon,New Eric,65637,Event Management Certification,Venue Management,0,1,0,0,0
340,uid000341,M,25-30,financial_analyst,Mays LLC,Sarahville,68567,MBA,Financial Planning,0,0,0,1,1
341,uid000342,M,35-40,student,"Park, Richardson and Ballard",East Tiffanyfurt,43424,MTech,Computer Science,0,0,0,1,1
342,uid000343,M,25-30,teacher,Cummings Ltd,Katherineport,17038,BEd,English Education,0,0,0,1,0
343,uid000344,M,25-30,financial_analyst,Thomas and Sons,Kathleenmouth,15821,BBA,Investment Analysis,0,1,0,0,1
344,uid000345,M,30-35,chef,Hurst-Castaneda,Jenniferburgh,18675,Culinary School Diploma,Bakery and Pastry,1,1,0,1,1
345,uid000346,F,20-25,marketing_manager,Sanchez-Turner,Michaelborough,38475,BBA,Digital Marketing,0,1,1,0,0
346,uid000347,M,20-25,lawyer,Lopez-Mcdowell,East Jennifer,24911,JD,Environmental Law,1,1,1,1,1
347,uid000348,F,20-25,electrician,Singh-Martinez,Torreshaven,49264,ITI Electrician,Renewable Energy,0,1,1,1,0
348,uid000349,M,30-35,lawyer,"Coleman, Wright and Ward",South Jacktown,63882,JD,International Law,0,1,1,0,0
349,uid000350,M,40-45,chef,"Gates, Dixon and Cook",East Nicholas,21230,Culinary School Diploma,Culinary Arts,1,1,1,1,0
350,uid000351,M,35-40,research_assistant,Williams-Howard,Lake Raymondhaven,15661,MS,Physics,1,1,1,0,1
351,uid000352,M,25-30,quality_assurance_analyst,Sanchez PLC,New Jason,19530,BE,User Acceptance Testing,0,0,1,1,1
352,uid000353,F,35-40,chef,"Roy, Heath and Diaz",Oliverville,75963,Culinary School Diploma,Culinary Arts,0,1,0,1,0
353,uid000354,F,35-40,journalist,Vasquez-Padilla,Michealland,68706,MA Journalism,Business Journalism,1,1,0,0,1
354,uid000355,M,20-25,doctor,Dixon-White,West Derrick,39342,MD,Gynecology,0,1,1,1,1
355,uid000356,F,25-30,events_planner,Rush-Stevenson,Lorihaven,89288,Event Management Certification,Venue Management,1,1,1,1,1
356,uid000357,F,20-25,athlete,"Walters, Holloway and Davis",Port Victoria,41316,Sports Training,Sports Training,0,0,0,0,0
357,uid000358,M,35-40,lawyer,"Casey, King and Evans",South Tamarashire,76714,JD,International Law,1,0,1,1,0
358,uid000359,M,35-40,athlete,Harrison-Reed,Lake Andrew,89916,Sports Training,Sports Training,1,1,0,0,0
359,uid000360,M,25-30,electrician,"Cole, Murray and Jones",Paulville,57339,Diploma,Electrical Wiring,1,1,0,0,1
360,uid000361,F,40-45,architect,"Spencer, Banks and Smith",Smithbury,83970,MArch,Architecture,0,0,0,1,0
361,uid000362,M,25-30,software_engineer,"Salazar, Woods and Green",Edwardsland,23092,BTech,UI/UX Design,1,1,0,0,0
362,uid000363,F,20-25,lawyer,"Pruitt, Ayala and Curtis",Edwardton,92385,JD,Criminal Law,1,0,0,0,1
363,uid000364,M,40-45,product_manager,Schmitt-Lawrence,North Josephport,75053,MBA,Product Roadmapping,1,1,1,0,0
364,uid000365,M,35-40,graphic_designer,Bradley Inc,New Jamesbury,50108,BFA,UI/UX Design,1,1,1,0,1
365,uid000366,F,20-25,quality_assurance_analyst,"Walker, Patterson and Wagner",Hallmouth,19093,BTech,Test Documentation,0,1,1,0,0
366,uid000367,F,35-40,social_worker,Ross LLC,New Bailey,6352,BA,Community Outreach,1,0,1,1,0
367,uid000368,M,30-35,athlete,Walker Ltd,Gregton,24474,Sports Training,Sports Training,1,1,1,1,0
368,uid000369,F,25-30,quality_assurance_analyst,Mathews-Thomas,Bridgesside,44134,BE,Mobile App Testing,0,1,1,0,0
369,uid000370,F,40-45,social_worker,"Cox, Davis and Lopez",Ochoaview,13372,BA,Policy Advocacy,1,1,1,0,0
370,uid000371,M,40-45,data_analyst,Walker-Fowler,Turnerberg,62114,BTech,Data Mining,0,1,1,0,0
371,uid000372,M,40-45,financial_analyst,"Maynard, Andrews and Stevenson",North Crystal,48443,BBA,Economic Research,0,1,1,0,1
372,uid000373,F,20-25,chef,"Green, Taylor and Mullins",Lake Patrick,79077,Culinary School Diploma,International Cuisine,1,0,0,0,1
373,uid000374,F,30-35,student,Owen Inc,Austinbury,45183,BTech,Electrical Engineering,1,1,0,0,0
374,uid000375,M,25-30,electrician,Nelson LLC,Cooperview,95376,ITI Electrician,Renewable Energy,0,1,0,0,0
375,uid000376,F,30-35,graphic_designer,Ibarra Ltd,West Matthew,44347,Diploma,Branding,1,1,1,1,0
376,uid000377,M,20-25,events_planner,Mejia-Anderson,Lake Paul,56393,Event Management Certification,Venue Management,1,0,0,0,0
377,uid000378,M,40-45,product_manager,"Fitzgerald, Joseph and Wilson",Jessicafort,70972,BBA,User Experience (UX) Design,1,0,0,0,1
378,uid000379,M,40-45,architect,Glass-Giles,Lake Patricia,38339,BArch,Civil Engineering,1,0,1,0,1
379,uid000380,M,30-35,business_analyst,"Andrews, Weeks and Mcdonald",West Hannah,58002,MBA,Requirements Gathering,1,0,1,1,0
380,uid000381,F,35-40,psychologist,Hubbard and Sons,Jonathanberg,11726,MA Psychology,Counseling Psychology,0,1,1,1,1
381,uid000382,M,25-30,financial_analyst,"Rubio, Butler and Smith",Sheltonport,74081,MBA,Investment Analysis,0,0,0,1,0
382,uid000383,M,25-30,lawyer,"Rivera, Joseph and Mason",Kingmouth,88770,LLB,Environmental Law,1,0,0,0,0
383,uid000384,M,35-40,mechanical_engineer,Austin LLC,Virginiatown,30710,BE,Thermodynamics,0,1,1,0,1
384,uid000385,F,30-35,lawyer,"Moore, Murillo and Brown",South Lisamouth,23951,LLB,Corporate Law,1,0,0,0,1
385,uid000386,M,20-25,entrepreneur,"Watson, Bautista and Maynard",South Jordan,1095,MBA,Entrepreneurship,0,0,0,0,1
386,uid000387,M,35-40,doctor,Willis LLC,Annashire,50073,MD,"ENT (Ear, Nose, and Throat)",1,1,0,0,1
387,uid000388,M,30-35,journalist,Park Group,Brianaside,71457,MA Journalism,Sports Journalism,0,0,1,0,1
388,uid000389,M,30-35,software_engineer,Davis-Jones,Victoriachester,84913,BTech,Mobile App Development,0,1,1,1,1
389,uid000390,F,30-35,marketing_manager,Watson-Johnson,Lake Michelleburgh,39037,BBA,Advertising,0,1,1,1,1
390,uid000391,M,20-25,financial_analyst,"Phelps, Morgan and Cole",South Michelle,79426,BBA,Risk Management,1,0,0,1,1
391,uid000392,M,35-40,it_manager,"Perez, Hunter and Adams",New Richardton,51105,MTech,Cybersecurity,1,0,1,1,1
392,uid000393,F,25-30,lawyer,"Simmons, Diaz and Rose",Heatherberg,10268,LLB,Family Law,0,0,1,0,0
393,uid000394,M,25-30,electrician,"Cole, Martinez and Howard",Maymouth,17444,Diploma,Electrical Wiring,1,0,0,0,0
394,uid000395,F,35-40,data_analyst,Gutierrez-Chavez,Lake Daniel,87444,BTech,Machine Learning,0,0,0,1,0
395,uid000396,M,20-25,product_manager,"Walker, Mullen and Hernandez",Robbinschester,31992,MBA,Agile Product Management,0,1,0,0,0
396,uid000397,M,40-45,lawyer,"Mccoy, Anderson and Hill",Joshuamouth,57370,LLB,Intellectual Property Law,1,0,1,0,1
397,uid000398,M,35-40,social_worker,Walker and Sons,Caldwellshire,70322,BA,Substance Abuse Counseling,1,1,1,1,1
398,uid000399,M,40-45,it_manager,Freeman-Rios,Melissaburgh,99299,MTech,Cybersecurity,1,1,1,0,1
399,uid000400,M,25-30,social_worker,"Anderson, Reyes and Buckley",Brownland,92372,BBA,Community Outreach,1,1,1,1,1
400,uid000401,M,40-45,marketing_manager,Johnson-Wilkerson,East Barry,92385,MBA,Market Research,0,0,1,0,1
401,uid000402,M,20-25,nurse,Wolf-Aguirre,South Stephenville,9468,Diploma,Nursing,1,1,0,0,1
402,uid000403,F,40-45,nurse,Tyler PLC,East Andrew,27151,BSN,Healthcare,0,1,0,1,1
403,uid000404,M,40-45,doctor,Evans-Reynolds,Claytonburgh,43059,MD,"ENT (Ear, Nose, and Throat)",0,0,1,1,0
404,uid000405,M,20-25,nurse,Madden-Murray,West Jeffreyborough,11885,BSN,Healthcare,0,1,0,1,1
405,uid000406,F,20-25,electrician,Stevens Ltd,East Colleen,28324,ITI Electrician,Power Systems,0,1,1,1,0
406,uid000407,M,20-25,doctor,Velasquez-Medina,South Crystal,21524,MD,General Medicine,0,0,0,0,0
407,uid000408,F,20-25,research_assistant,"Clark, Curry and Perez",Medinafurt,14332,PhD,Physics,0,0,0,0,0
408,uid000409,F,20-25,financial_analyst,Gonzalez LLC,West Annette,46996,MBA,Derivatives Analysis,1,1,0,1,0
409,uid000410,M,40-45,journalist,Shepard-Ramos,Amandaview,20397,MA Journalism,Photojournalism,0,0,1,1,0
410,uid000411,M,30-35,product_manager,Hubbard LLC,Robersonshire,57906,BBA,Competitor Analysis,1,1,0,1,0
411,uid000412,M,20-25,entrepreneur,"Gray, Olson and Stewart",Coryborough,88914,MBA,Marketing,0,0,1,0,0
412,uid000413,F,20-25,entrepreneur,Johnson Group,New Teresaport,83648,BBA,Innovation,1,1,1,0,1
413,uid000414,M,25-30,chef,"Rush, Campbell and Griffin",Martinberg,47065,Culinary School Diploma,Culinary Arts,0,0,1,0,0
414,uid000415,F,40-45,data_analyst,"Jones, Scott and Jones",West Jaredstad,45841,MTech,Machine Learning,1,1,1,0,1
415,uid000416,F,35-40,product_manager,Brandt-Mcguire,South Sharonburgh,78970,BBA,Product Strategy,0,1,0,0,1
416,uid000417,F,30-35,architect,"Martin, Schneider and Collins",Coxville,39448,BArch,Civil Engineering,0,0,1,0,0
417,uid000418,F,25-30,nurse,Lynch-English,Kingville,44419,BSN,Nursing,1,1,0,0,1
418,uid000419,F,25-30,marketing_manager,Sanchez-Nelson,New James,16671,BBA,Marketing Strategy,1,0,0,1,1
419,uid000420,M,35-40,financial_analyst,Hernandez LLC,Angelaside,26446,BBA,Risk Management,0,0,0,1,1
420,uid000421,F,35-40,psychologist,Rivers-Holland,Chambersshire,16570,BA Psychology,Forensic Psychology,1,1,1,1,0
421,uid000422,M,20-25,journalist,Griffin-Foster,West Sarah,78272,MA Journalism,Political Journalism,0,1,1,1,0
422,uid000423,M,30-35,graphic_designer,Roberts-Robinson,Carterland,94137,Diploma,Packaging Design,1,1,1,1,1
423,uid000424,M,20-25,student,"Johnson, Gomez and Jordan",Schroederberg,12762,BE,Information Technology,0,0,1,0,0
424,uid000425,M,35-40,athlete,Rodriguez-Harding,New Whitney,58260,Sports Training,Sports Training,0,1,0,0,0
425,uid000426,M,40-45,athlete,Williamson Group,Lake Monica,92119,Sports Training,Sports Nutrition,0,0,0,0,1
426,uid000427,M,30-35,architect,Young LLC,South Jeffreybury,9855,BArch,Civil Engineering,0,0,1,1,0
427,uid000428,M,20-25,research_assistant,Miller-Leon,Smithbury,10097,PhD,Chemistry,1,1,0,1,0
428,uid000429,M,25-30,social_worker,"Miller, Kim and Klein",South Dianeburgh,61075,BBA,Family Services,0,1,1,0,1
429,uid000430,F,40-45,product_manager,Weaver-Hanna,North Kimberly,25509,MBA,Product Strategy,1,0,0,0,0
430,uid000431,F,25-30,financial_analyst,Bailey and Sons,Jacksonview,87754,BBA,Risk Management,1,1,1,0,1
431,uid000432,F,35-40,teacher,Hunter-Adams,Morganton,4705,MEd,Foreign Language Education,1,0,1,1,0
432,uid000433,M,35-40,quality_assurance_analyst,Miller PLC,Masseyview,64251,BE,Security Testing,1,0,1,1,1
433,uid000434,M,35-40,architect,Spence PLC,Erichaven,8810,MArch,Civil Engineering,0,0,0,0,1
434,uid000435,M,25-30,chef,Johnson LLC,Hoffmanport,52307,Culinary School Diploma,Culinary Arts,1,0,1,0,1
435,uid000436,F,35-40,psychologist,Barnett Group,New Lesliemouth,81431,BA Psychology,Child and Adolescent Psychology,0,0,1,0,1
436,uid000437,M,30-35,chef,"Baird, Brown and Richardson",Foxhaven,85129,Culinary School Diploma,Bakery and Pastry,1,0,1,0,0
437,uid000438,F,35-40,financial_analyst,Pham Inc,Flowersport,29711,BBA,Asset Allocation,0,0,0,0,1
438,uid000439,M,30-35,doctor,"Monroe, Vargas and Ortiz",Port Amberberg,4438,MBBS,Orthopedics,1,0,0,0,1
439,uid000440,F,25-30,doctor,Jackson-Burgess,North Kyle,50613,MBBS,Oncology,0,1,1,1,0
440,uid000441,F,30-35,entrepreneur,Smith-Armstrong,South Caitlinfort,91085,BBA,Entrepreneurship,0,1,0,0,0
441,uid000442,M,20-25,mechanical_engineer,Wright-Walton,Bonniemouth,10915,BE,Mechanical Design,0,1,1,0,1
442,uid000443,M,30-35,doctor,Young Ltd,Hallport,10804,MBBS,Gynecology,1,1,0,0,0
443,uid000444,F,35-40,marketing_manager,Thomas-Miller,Port Scott,12499,BBA,Product Management,0,0,0,1,1
444,uid000445,M,40-45,doctor,Bailey Ltd,Brownhaven,7077,MBBS,Internal Medicine,1,0,0,1,1
445,uid000446,F,35-40,nurse,"Watts, Miller and Cohen",Port Toni,36051,BSN,Nursing,1,0,1,0,0
446,uid000447,M,20-25,product_manager,Day Inc,Haynesburgh,52507,BBA,Product Development,1,1,1,0,0
447,uid000448,M,30-35,journalist,"Fernandez, Jones and Butler",Myersborough,67117,BJMC,Investigative Journalism,0,0,0,1,1
448,uid000449,F,20-25,financial_analyst,Reed PLC,Port Whitney,41279,MBA,Economic Research,1,1,1,1,0
449,uid000450,M,30-35,events_planner,Buckley and Sons,Dianamouth,8389,Event Management Certification,Venue Management,1,1,1,1,0
450,uid000451,F,20-25,business_analyst,"Sullivan, Palmer and Ruiz",Nicolemouth,81407,MBA,Market Research,0,1,0,1,1
451,uid000452,M,20-25,product_manager,Brewer-Patton,New Cesar,61959,MBA,Competitor Analysis,1,1,1,1,0
452,uid000453,F,35-40,teacher,"Morales, Powell and Brown",Lake April,16511,BEd,Science Education,1,0,1,1,0
453,uid000454,M,35-40,doctor,Gonzalez Inc,Lake Allisonstad,2610,MD,Oncology,1,1,0,0,1
454,uid000455,F,25-30,graphic_designer,"Maxwell, Bishop and Noble",Eduardomouth,77877,Diploma,Web Design,1,1,0,1,1
455,uid000456,M,30-35,business_analyst,Ali Ltd,West Robin,41604,BBA,Financial Analysis,1,0,1,0,0
