,Title,Description,URL,Published At,Category,Image URL
111,Arjun Dasyan – Sri Simha Koduri is the right choice for Bhaag Saale - 123telugu,"Telugu cinema news, Telugu Movies Updates, Latest Movie reviews in Telugu, Telugu cinema reviews, telugu movie reviews, Tollywood, Box office collections, Telugu Movie show times, Theater List, telugu cinema tickets",https://www.123telugu.com/mnews/arjun-dasyan-sri-simha-koduri-is-the-right-choice-for-bhaag-saale.html,2023-07-05T15:30:00Z,entertainment,https://www.123telugu.com/content/wp-content/themes/123telugu/images/logo.gif
112,Australian Chef Gary Mehigan Seeks Consent Before Kissing Huma Qureshi. Netizens Say ‘Aise Kisi Fan Ne…’ - Times Now,"Australian chef Gary Mehigan met Huma Qureshi ahead of Tarla's release. He kissed the actress on her cheeks, but notably, she sought consent from her before doing it. Read full story to know more-",https://www.timesnownews.com/entertainment-news/australian-chef-gary-mehigan-seeks-consent-before-kissing-huma-qureshi-netizens-say-aise-kisi-fan-ne-article-101521673,2023-07-05T14:42:54Z,entertainment,"https://static.tnn.in/thumb/msid-101521673,updatedat-1688568174550,width-1280,height-720,resizemode-75/101521673.jpg"
113,"Adivi Sesh reviews Kartik Aaryan, Kiara Advani starrer Satyaprem Ki Katha; calls it ‘a remarkable film’ - Bollywood Hungama","Adivi Sesh reviews Kartik Aaryan, Kiara Advani starrer Satyaprem Ki Katha; calls it ‘a remarkable film’ Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, H…",https://www.bollywoodhungama.com/news/features/adivi-sesh-reviews-kartik-aaryan-kiara-advani-starrer-satyaprem-ki-katha-calls-remarkable-film/,2023-07-05T14:32:13Z,entertainment,https://stat4.bollywoodhungama.in/wp-content/uploads/2023/07/Adivi-Sesh-reviews-Kartik-Aaryan-Kiara-Advani-starrer-Satyaprem-Ki-620.jpg
114,See how new mom Sana Khan welcomed hubby Anas post his Haj - The Siasat Daily,"Mumbai: Former actress Sana Khan has been blessed with a baby boy. She welcomed her first child on Thursday, July 5. Her husband Mufti Anas Saiyad, who went to Saudi Arabia to perform Haj this year, came back to Mumbai today, soon after which Sana announced t…",https://www.siasat.com/see-how-new-mom-sana-khan-welcomed-hubby-anas-post-his-haj-2632293/,2023-07-05T13:45:00Z,entertainment,https://cdn.siasat.com/wp-content/uploads/2023/01/sana-khan.jpg
115,Kareena Kapoor's 'virtual meeting background' will make you pack your bags and go for a workation: Pic in - Indiatimes.com,"Kareena Kapoor has been dropping stunning pics from her holiday in Europe, where she is enjoying with husband Saif Ali Khan and kids Taimur and Jeh. E",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kareena-kapoors-virtual-meeting-background-will-make-you-pack-your-bags-and-go-for-a-workation/articleshow/101519738.cms,2023-07-05T12:39:00Z,entertainment,"https://static.toiimg.com/thumb/msid-101519676,width-1070,height-580,imgsize-116137,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
116,Kajol shares her views on plastic surgery: 'God has made you in a particular way…' - Indiatimes.com,"Kajol has always managed to impress the audiences with her extra-ordinary acting performances in films. The actor is also known for not holding back and always speaking her mind unabashedly. In a recent interview, Kajol was asked what advice she woul",https://timesofindia.indiatimes.com/videos/etimes/bollywood/kajol-shares-her-views-on-plastic-surgery-god-has-made-you-in-a-particular-way/videoshow/101519143.cms,2023-07-05T12:31:00Z,entertainment,https://timesofindia.indiatimes.com/photo/101519143/size-67064/101519143.jpg
117,Zeenat Aman reminisces about Chhailla Babu shoot with nostalgic Instagram post - Bollywood Hungama,"Zeenat Aman reminisces about Chhailla Babu shoot with nostalgic Instagram post Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywood News at Bo…",https://www.bollywoodhungama.com/news/features/zeenat-aman-reminisces-chhailla-babu-shoot-nostalgic-instagram-post/,2023-07-05T12:01:27Z,entertainment,https://stat4.bollywoodhungama.in/wp-content/uploads/2023/07/Zeenat-Feature-1.jpg
118,"Nikhil apologises to Pan-India viewers, what about Telugu viewers? - Deccan Chronicle","Nikhil apologises to Pan-India viewers, what about Telugu viewers?",https://www.deccanchronicle.com/entertainment/tollywood/050723/nikhil-apologises-to-pan-india-viewers-what-about-telugu-viewers.html,2023-07-05T11:07:52Z,entertainment,https://s3.ap-southeast-1.amazonaws.com/images.deccanchronicle.com/dc-Cover-bamrg5tupsjso6pi3v7tma9rv7-20230705163247.Medi.jpeg
119,SCOOP: Shraddha Kapoor to play lead in Kartik Aaryan starrer Chandu Champion? - Bollywood Hungama,"SCOOP: Shraddha Kapoor to play lead in Kartik Aaryan starrer Chandu Champion?. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywood News at Bo…",https://www.bollywoodhungama.com/news/bollywood/scoop-shraddha-kapoor-play-lead-kartik-aaryan-starrer-chandu-champion/,2023-07-05T11:00:50Z,entertainment,https://stat5.bollywoodhungama.in/wp-content/uploads/2023/07/SCOOP-Shraddha-Kapoor-to-play-lead-in-Kartik-Aaryan-starrer-Chandu-Champion-2.jpg
120,Will Yuvika be able to prove her capability as she strikes an important deal at the Mahajan office in Vanshaj? - India Forums,Sony Sab's show Vanshaj has posed an important questions for the viewers of the show.,https://www.indiaforums.com/article/will-yuvika-be-able-to-prove-her-capability-as-she-strikes-an-important-deal-at-the-mahajan-office-i_198244,2023-07-05T10:24:00Z,entertainment,https://img.indiaforums.com/article/1200x675/19/8244-will-yuvika-be-able-to-prove-her-capability-as-she-strikes-an-important-deal-at-the-mahajan-office-i.jpg
121,Kya Baat Hai! Neil Bhatt's emotional reunion with wife Aishwarya Sharma will melt your heart - Tellychakkar,"Neil and Aishwarya are one of the most loved couples on television and they have a massive fan following. Today, Aishwarya Sharma returned from South Africa after shooting for the new season of Khatron Ke Khiladi and Neil was at the airport to receive her.",https://www.tellychakkar.com/tv/tv-news/kya-baat-hai-neil-bhatts-emotional-reunion-wife-aishwarya-sharma-will-melt-your-heart,2023-07-05T10:08:00Z,entertainment,https://d30ny7ijak9wq4.cloudfront.net/s3fs-public/images/story/2023/07/05/neil_.jpg
122,Adipurush box office collection Week 3: Prabhas starrer to end box office run with a collection of Rs 128 - Indiatimes.com,The Prabhas and Kriti Sanon starrer Adipurush will soon end its box office run this week with a total collection of just around Rs 128.50 crore. This,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/box-office/adipurush-box-office-collection-week-3-prabhas-starrer-to-end-box-office-run-with-a-collection-of-rs-128-50-crore/articleshow/101513547.cms,2023-07-05T09:53:00Z,entertainment,"https://static.toiimg.com/thumb/msid-101513469,width-1070,height-580,imgsize-66460,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
123,Lyca Productions announces a new film with 2018 director - 123telugu,"Telugu cinema news, Telugu Movies Updates, Latest Movie reviews in Telugu, Telugu cinema reviews, telugu movie reviews, Tollywood, Box office collections, Telugu Movie show times, Theater List, telugu cinema tickets",https://www.123telugu.com/mnews/lyca-productions-announces-a-new-film-with-2018-director.html,2023-07-05T09:30:00Z,entertainment,https://www.123telugu.com/content/wp-content/themes/123telugu/images/logo.gif
124,Chiranjeevi's niece Niharika Konidela and Chaitanya Jonnalagadda confirm divorce | Onmanorama - Onmanorama,"In her heartfelt message, Niharika expressed gratitude towards her supportive family and friends during this challenging time.",https://www.onmanorama.com/entertainment/entertainment-news/2023/07/05/chiranjeevi-niece-actress-niharika-konidela-husband-chaitanya-jonnalagadda-divorce.html,2023-07-05T09:24:30Z,entertainment,https://img.onmanorama.com/content/dam/mm/en/entertainment/entertainment-news/images/2023/7/5/niharika-chaitanya.jpg
125,Alia Bhatt’s Bengali role in ‘Rocky Aur Rani Kii Prem Kahaani’ sparks fan war with Deepika Padukone’s ‘Piku’ lovers - Indiatimes.com,"Alia Bhatt-Ranveer Singh starrer ‘Rocky Aur Rani Kii Prem Kahaani’ has been the talk of the town ever since the makers have released the song ‘Tum Kya Mile’. And when recently, the trailer of the much-anticipated film dropped on the internet, several",https://timesofindia.indiatimes.com/videos/etimes/bollywood/alia-bhatts-bengali-role-in-rocky-aur-rani-kii-prem-kahaani-sparks-fan-war-with-deepika-padukones-piku-lovers/videoshow/101511891.cms,2023-07-05T08:43:28Z,entertainment,https://timesofindia.indiatimes.com/photo/101511891/size-61664/101511891.jpg
126,Vikram and Malavika Mohanan recreate Arjun Ashokan's famous head nod in 'Thangalaan' pack-up video | Onmanorama - Onmanorama,The film is set in the British Era and is based on an incident that happened at the KGF.,https://www.onmanorama.com/entertainment/entertainment-news/2023/07/05/thangalaan-movie-vikram-malavika-mohanan-romancham-arjun-ashokan.html,2023-07-05T08:35:11Z,entertainment,https://img.onmanorama.com/content/dam/mm/en/entertainment/entertainment-news/images/2023/7/5/thangalaan-packup.jpg
127,Shah Rukh Khan seen in Mumbai airport after reports of accident in the USA - The News Minute,Bollywood superstar Shah Rukh Khan (SRK) has come back to India and was spotted in the Mumbai airport after reports of his accident in the US started doing the rounds on the Internet. Celebrity paparazzi Viral Bhayani shared a video of Shah Rukh exiting the a…,https://www.thenewsminute.com/article/shah-rukh-khan-seen-mumbai-airport-after-reports-accident-usa-179359,2023-07-05T07:14:40Z,entertainment,https://www.thenewsminute.com/sites/default/files/ShahRukhKhan_101021_1200x800_PTI.jpg
128,"Ameesha Patel says she 'still stands by what she said about Bipasha Basu's Jism': 'I think it takes guts to be there, be bold physically...' - Times of India","Ameesha Patel had once targeted Bipasha Basu for her role in 'Jism' and said that she couldn't be that bold. Later replying to it, Bipasha said 'Ameesha was too petite, too small to carry, her whole frame is wrong. And all this happened on Karan Joha",https://timesofindia.indiatimes.com/videos/etimes/bollywood/ameesha-patel-says-she-still-stands-by-what-she-said-about-bipasha-basus-jism-i-think-it-takes-guts-to-be-there-be-bold-physically-/videoshow/101508670.cms,2023-07-05T07:04:59Z,entertainment,https://timesofindia.indiatimes.com/photo/101508670/size-65400/101508670.jpg
129,"Viral video: Priyanka Chopra lambasted for saying Indian movies are about 'hips, bo*bs' - The Tribune India",,https://www.tribuneindia.com/news/trending/viral-video-priyanka-chopra-lambasted-for-saying-indian-movies-are-about-hips-bobs-522991,2023-07-05T06:23:00Z,entertainment,
130,25 Years of Satya: Apurva Asrani reveals how he captured footage in Worli secretly - Bollywood Hungama,"25 Years of Satya: Apurva Asrani reveals how he captured footage in Worli secretly Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywood News a…",https://www.bollywoodhungama.com/news/features/25-years-satya-apurva-asrani-reveals-captured-footage-worli-secretly/,2023-07-05T05:23:51Z,entertainment,https://media5.bollywoodhungama.in/wp-content/uploads/2023/07/25-Years-of-Satya-Apurva-Asrani-reveals-how-he-captured-footage-in-Worli-secretly.jpg
131,Varun Tej’s #VT13 Arriving In December - Gulte,"Mega prince Varun Tej is venturing into Bollywood with his 13th film being directed by well-known ad filmmaker Shakti Pratap Singh. This is a patriotic, edge-of-the-seat entertainer and will showcase the indomitable spirits of our heroes on the frontlines and…",https://www.gulte.com/movienews/248412/varun-tejs-vt13-arriving-in-december,2023-07-05T04:25:58Z,entertainment,https://cdn.gulte.com/wp-content/uploads/2023/07/WhatsApp-Image-2023-07-05-at-9.49.13-AM-660x330.jpeg
132,Samantha Ruth Prabhu to take a year-long break from acting after ‘Citadel' - Indiatimes.com,A year ago Samantha Ruth Prabhu had revealed that she has been diagnosed with an auto-immune condition called Myositis. The actress has been undergoin,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/samantha-ruth-prabhu-to-take-a-year-long-break-from-acting-after-citadel-report/articleshow/101503559.cms,2023-07-05T04:25:00Z,entertainment,"https://static.toiimg.com/thumb/msid-101503721,width-1070,height-580,imgsize-31300,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
133,Rani Mukerji’s old video of denying dating Aditya Chopra SHOCKS netizens – ‘Some actors are always acting’ - Indiatimes.com,"Rani Mukerji has been married to Aditya Chopra since 2014 and the two are doting parents to their daughter Adira. Recently, an old interview of the actress with a news channel surfaced on the internet wherein she can be seen denying being romanticall",https://timesofindia.indiatimes.com/videos/etimes/bollywood/rani-mukerjis-old-video-of-denying-dating-aditya-chopra-shocks-netizens-some-actors-are-always-acting/videoshow/101501214.cms,2023-07-05T02:59:13Z,entertainment,https://timesofindia.indiatimes.com/photo/101501214/size-44470/101501214.jpg
134,"Rakhi Sawant on Akanksha Puri, Jad Hadid kiss controversy on 'Bigg Boss OTT 2': 'Kissing is not a crime' - Indiatimes.com",Social media sensation Rakhi Sawant is known for her unfiltered statements and fearless attitude. The actress recently got papped in the city where she reacted to the Akanksha Puri-Jad Hadid kiss controversy on 'Bigg Boss OTT 2'. While extending her,https://timesofindia.indiatimes.com/videos/entertainment/hindi/rakhi-sawant-on-akanksha-puri-jad-hadid-kiss-controversy-on-bigg-boss-ott-2-kissing-is-not-a-crime/videoshow/101495836.cms,2023-07-04T18:21:43Z,entertainment,https://timesofindia.indiatimes.com/photo/101495836/size-47210/101495836.jpg
135,Diana Penty slays in a plunge-neck bustier and jeans at Paris Fashion Week - Indiatimes.com,"Diana Penty recently graced the ongoing Paris Couture Week. Taking to her Instagram handle, the 'Cocktail' actress shared a bunch of snaps and a video wherein she can be seen flaunting her look for the fashion event. She could be seen posing for the",https://timesofindia.indiatimes.com/videos/entertainment/hindi/diana-penty-slays-in-a-plunge-neck-bustier-and-jeans-at-paris-fashion-week/videoshow/101495265.cms,2023-07-04T17:50:00Z,entertainment,https://timesofindia.indiatimes.com/photo/101495265/size-92990/101495265.jpg
136,Movies and series releasing this week in theatres and OTT - 123telugu,"Telugu cinema news, Telugu Movies Updates, Latest Movie reviews in Telugu, Telugu cinema reviews, telugu movie reviews, Tollywood, Box office collections, Telugu Movie show times, Theater List, telugu cinema tickets",https://www.123telugu.com/mnews/movies-and-series-releasing-this-week-in-theatres-and-ott-43.html,2023-07-04T16:30:00Z,entertainment,https://www.123telugu.com/content/wp-content/themes/123telugu/images/logo.gif
137,From wearing her wedding saree on stage to patching up with Akhil Marar; Here's how Sobha Viswanath won h - Times of India,Finalist Sobha Viswanath has won million of hearts in the Bigg Boss Malayalam 5 stage. She was spotted wearing her wedding saree in the finale stage.,https://timesofindia.indiatimes.com/tv/news/malayalam/from-wearing-her-wedding-saree-on-stage-to-patching-up-with-akhil-marar-heres-how-sobha-viswanath-won-hearts-in-bigg-boss-malayalam-5-finale/articleshow/101491253.cms,2023-07-04T13:01:00Z,entertainment,"https://static.toiimg.com/thumb/msid-101491253,width-1070,height-580,imgsize-46846,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
138,'What they have done is shameful': Vindu Dara Singh lambasts 'Adipurush' makers for trying to distort his father's legacy as Lord Hanuman - Times of India,"Amid controversies surrounding 'Adipurush', now Vindu Dara Singh, who played Lord Hanuman in TV shows, slammed the makers of the film for treating the subject in a lousy way. Late Dara Singh, father of Vindu, played the role of Lord Hanuman in the Ra",https://timesofindia.indiatimes.com/videos/etimes/bollywood/what-they-have-done-is-shameful-vindu-dara-singh-lambasts-adipurush-makers-for-trying-to-distort-his-fathers-legacy-as-lord-hanuman/videoshow/101490013.cms,2023-07-04T12:12:51Z,entertainment,https://timesofindia.indiatimes.com/photo/101490013/size-59172/101490013.jpg
139,‘Maamannan’ Kerala box office: Mari Selvaraj’s political thriller mints Rs 1.50 crores in the opening wee - Indiatimes.com,"Renowned Tamil director Mari Selvaraj continues to mesmerize audiences with his distinctive storytelling style, delving deep into societal issues. His",https://timesofindia.indiatimes.com/entertainment/malayalam/movies/box-office/maamannan-kerala-box-office-mari-selvarajs-political-thriller-mints-rs-1-50-crores-in-the-opening-weekend/articleshow/101486926.cms,2023-07-04T10:44:00Z,entertainment,"https://static.toiimg.com/thumb/msid-101486953,width-1070,height-580,imgsize-38696,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
140,Hyderabad: Four-legged friends get the shot - Telangana Today,A renowned French biologist who administered the inaugural rabies vaccine on the same day in 1885.,https://telanganatoday.com/hyderabad-four-legged-friends-get-the-shot,2023-07-06T10:33:08Z,general,https://cdn.telanganatoday.com/wp-content/uploads/2023/07/Hyderabad-Four-legged-friends-get-the-shot-1.jpg
141,WHO identifies 12 African countries for roll out of first-ever malaria vaccine | TheHealthSite.com - TheHealthSite,These 12 African countries are set to receive 18 million doses of the first-ever malaria vaccine over the next two years. TheHealthSite.com,https://www.thehealthsite.com/news/first-ever-malaria-vaccine-12-african-countries-to-receive-18-million-doses-in-the-next-two-years-990370/,2023-07-06T09:21:00Z,general,https://st1.thehealthsite.com/wp-content/uploads/2023/07/Untitled-3.jpg
142,The role of pulmonary dysfunction and COVID-19 severity in the development of Long COVID - News-Medical.Net,Study identified a genome-wide significant association (GWAS) for long coronavirus disease.,https://www.news-medical.net/news/20230706/The-role-of-pulmonary-dysfunction-and-COVID-19-severity-in-the-development-of-Long-COVID.aspx,2023-07-06T08:56:00Z,general,https://d2jx2rerrg6sh3.cloudfront.net/images/news/ImageForNews_752941_16886334961232169.jpg
143,From Samsung Galaxy Z Fold 5 to Galaxy Tab S9: Know the expected launches at Samsung Galaxy Unpacked 2023 - HT Tech,"With the Samsung Galaxy Unpacked 2023 event inching closer, check out everything that could be announced at the event including Samsung Galaxy Z Fold 5, Galaxy Z Flip 5, Galaxy Watch 6, and more.",https://tech.hindustantimes.com/photos/from-samsung-galaxy-z-fold-5-to-galaxy-tab-s9-know-the-expected-launches-at-samsung-galaxy-unpacked-2023-71688632804566.html,2023-07-06T08:49:13Z,general,https://images.hindustantimes.com/tech/img/2023/07/06/1600x900/mika-baumeister-vI8_06RmSC0-unsplash_1688632944642_1688633002566.jpg
144,"Hindustan Zinc to consider dividend on July 8, fixes record date; stock up 7% - Economic Times","The Board of Hindustan Zinc will meet on July 8 to approve an interim dividend for the financial year 2023-24, causing shares to rally 8%. The record date for eligibility will be July 15 and the company is expected to trade ex-dividend on or a day before this…",https://economictimes.indiatimes.com/markets/stocks/news/hindustan-zinc-to-consider-dividend-on-july-8-fixes-record-date-stock-up-7/articleshow/101540235.cms,2023-07-06T08:44:00Z,general,"https://img.etimg.com/thumb/msid-101540220,width-1070,height-580,imgsize-17930,overlay-etmarkets/photo.jpg"
145,LVM3: All about Chandrayaan-3 launch vehicle - WION,LVM3: All about Chandrayaan-3 launch vehicle,https://www.wionews.com/web-stories/india-news/business-economy/lvm3-all-about-chandrayaan3-launch-vehicle-1688631723114,2023-07-06T08:37:04Z,general,
146,"ENG vs AUS Dream11 Prediction, Fantasy Cricket Tips, Playing XI, Pitch Report, & Injury Updates for Ashes, 3rd Test - CricTracker","ENG vs AUS Dream11 Team Prediction Ashes 2023- Read to find out England vs Australia Dream11 Team Today, playing11, Ashes fantasy cricket tips, and more updates for the 3rd Test on CricTracker.",https://www.crictracker.com/fantasy-cricket-tips/dream11-eng-vs-aus-dream11-prediction-playing-xi-fantasy-cricket-tips-pitch-report-injury-updates-for-3rd-test-of-ashes-2023/,2023-07-06T08:30:00Z,general,https://media.crictracker.com/media/attachments/1669780492120_England-Test-team.jpeg
147,Aphelion: Exploring Earth's Farthest Point from the Sun and Its Astronomical Significance - Transcontinental Times,"INDIA: Aphelion refers to the point in an object's orbit where it is farthest away from the Sun. In the case of the Earth, it occurs once every year. This phenomenon happens because the Earth's orbit is not a perfect circle but rather an elliptical shape. As …",https://www.transcontinentaltimes.com/aphelion-earth-farthest-point-sun/,2023-07-06T08:20:35Z,general,https://www.transcontinentaltimes.com/wp-content/uploads/2023/07/Aphelion.jpg
148,Tamim Iqbal announces shock retirement ahead of CWC23 - ICC Cricket,"Bangladesh have been dealt a major blow ahead of the upcoming ICC Men's Cricket World Cup in India, with skipper Tamim Iqbal deciding to retire from international cricket.",https://www.icc-cricket.com/news/3571400,2023-07-06T07:56:10Z,general,https://resources.pulse.icc-cricket.com/ICC/photo/2023/07/06/e32696e9-36dd-41c7-ab16-936e38baf993/GettyImages-1247668591.jpg
149,Jefferies raises target price for Bajaj Finance after growth in loans - Moneycontrol,,https://www.moneycontrol.com/news/business/stocks/jefferies-raises-target-price-for-bajaj-finance-after-growth-in-loans-10914501.html,2023-07-06T07:47:10Z,general,https://images.moneycontrol.com/static-mcnews/2023/06/WhatsApp-Image-2023-06-05-at-5.44.33-PM-14-770x433.jpeg
150,"Gujarat Braces for Extremely Heavy Rains on July 7-8; Anand, Kutch on Red Warning | Weather.com - The Weather Channel","In addition to the extremely heavy rains, heavy to very heavy showers are likely to batter Gujarat state during the next five days.",https://weather.com/en-IN/india/monsoon/news/2023-07-06-gujarat-braces-for-extremely-heavy-rains-on-july-7-and-8,2023-07-06T07:32:50Z,general,https://s.w-x.co/in-gujarat_rain_3.jpg
151,"Realme Narzo 60 5G, Narzo 60 Pro 5G With Up to 1TB Storage Launched in India: Price, Specifications - Gadgets 360","Realme Narzo 60 5G series was launched in India on Thursday. The lineup includes the base Realme Narzo 60 5G and the Realme Narzo 60 Pro 5G. Both phones come with MediaTek Dimensity chipsets and 5,000mAh batteries with SuperVOOC fast charging support.",https://www.gadgets360.com/mobiles/news/realme-narzo-60-pro-5g-price-in-india-rs-17999-23999-launch-sale-date-july-15-specifications-features-4182070,2023-07-06T07:18:35Z,general,https://i.gadgets360cdn.com/large/realme_narzo_60_realme_2_1688631186364.jpg
152,AWESOME! NASA will let you engrave your name on the historic Europa Clipper spacecraft for FREE - HT Tech,Grab an amazing opportunity to have your name engraved on a NASA spacecraft heading to Jupiter’s Europa moon as part of the Message in a Bottle project. Here’s how.,https://tech.hindustantimes.com/tech/news/awesome-nasa-will-let-you-engrave-your-name-on-the-historic-europa-clipper-spacecraft-for-free-71688626883804.html,2023-07-06T07:09:42Z,general,https://images.hindustantimes.com/tech/img/2023/07/06/1600x900/space_exploratory_missions_1688627236743_1688627236978.jpeg
153,Instagram launches Twitter-like social networking app called Threads - SamMobile - Samsung news,Instagram has launched a new social networking app called Threads. It competes with Twitter and offers many of the same ...,https://www.sammobile.com/news/instagram-threads-launched-twitter-competitor/,2023-07-06T06:31:00Z,general,https://www.sammobile.com/wp-content/uploads/2023/07/Instagram-Threads-Features-720x405.jpg
154,"Senco Gold IPO final day | Issue subscribed 25 times, QIB portion booked 43 times - Moneycontrol",Senco Gold IPO | The offer consists of a fresh issue of Rs 270 crore worth shares and an offer for sale of Rs 135 crore by investor SAIF Partners India IV.,https://www.moneycontrol.com/news/business/ipo/senco-gold-ipo-final-day-issue-subscribed-3-55-times-qib-portion-booked-27-10913841.html,2023-07-06T05:55:29Z,general,https://images.moneycontrol.com/static-mcnews/2023/07/SencoGold2-770x433.jpg
155,"""Bad Days..."": KKR Star Shares Cryptic Post As BCCI Announce Squad For WI T20Is - NDTV Sports",A number of IPL performers were snubbed by the BCCI as the Indian squad for the West Indies T20Is was announced.,https://sports.ndtv.com/west-indies-vs-india-2023/bad-days-build-snubbed-for-west-indies-t20is-kkr-star-posted-this-4181888,2023-07-06T05:55:00Z,general,"https://c.ndtvimg.com/2023-07/kmgd8hko_nitish-rana-and-rinku-singh-bcci_625x300_06_July_23.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=675"
156,Samsung's Galaxy Unpacked event in South Korea confirmed to take place on July 26 - GSMArena.com,"Samsung is hosting Galaxy Unpacked in South Korea for the first time. A month ago, Samsung announced it would host the Galaxy Unpacked event in South Korea...",https://www.gsmarena.com/samsung_galaxy_unpacked_seoul_south_korea_date-news-59092.php,2023-07-06T05:46:01Z,general,https://fdn.gsmarena.com/imgroot/news/23/07/samsung-galaxy-unpacked-south-korea-date/-952x498w6/gsmarena_003.jpg
157,"MP Urination Case: CM Shivraj Chouhan 'Apologises' To Victim, Washes His Feet - The Quint","Madhya Pradesh Chief Minister Shivraj Singh Chouhan on Thursday, 6 July, met Dashmat Rawat, the man on whom a Bharatiya Janata Party (BJP) worker was seen urinating in a video that went viral on social media.",https://www.thequint.com/news/india/madhya-pradesh-shivraj-singh-chouhan-dashrath-rawat-washes-feet,2023-07-06T05:27:25Z,general,https://images.thequint.com/thequint%2F2023-07%2F7a4bbaf2-01a1-4f42-82c1-e5273ad6d467%2FIMG_7315.jpg
158,Maharashtra crisis Live Updates Sharad Pawar in Delhi for NCPs national executive meeting today - Firstpost,India Live Updates The Supreme Court on Thursday agreed to hear on July  a plea filed by the Delhi government challenging the constitutionality of the ordinance on control of services,https://www.firstpost.com/india/india-news-live-trending-today-latest-breaking-updates-july-6-2023-12832092.html,2023-07-06T05:07:46Z,general,https://images.firstpost.com/wp-content/uploads/2023/07/Live-Blog-1.jpg
159,"PV Sindhu, Lakshya Sen cruise into second round of Canada Open, Sai Praneeth bow out - mid-day.com",Canada Open: Both PV Sindhu and Lakshya Sen on Wednesday registered straight-game wins over their respective rivals in the BWF World Tour Super 500 event,https://www.mid-day.com/sports/other-sports/article/canada-open-pv-sindhu-lakshya-sen-cruise-into-second-round-sai-praneeth-bow-out-23296244,2023-07-06T04:58:00Z,general,https://images.mid-day.com/images/images/2023/jul/lakspv_d.jpg
160,"OnePlus launches Nord 3 5G phones, Nord Buds 2r earbuds, and more: Details - Business Standard","The OnePlus Nord 3 5G and Nord Buds 2r will be available for purchase this month, whereas the Nord 3 CE 5G and Bullets Wireless Z2 ANC will be available from August",https://www.business-standard.com/technology/gadgets/oneplus-launches-nord-3-5g-phones-nord-buds-2r-earbuds-and-more-details-123070600189_1.html,2023-07-06T04:57:22Z,general,https://bsmedia.business-standard.com/_media/bs/img/article/2023-07/06/full/1688618807-7377.jpg
161,Asteroid warning! Aircraft-sized space rock approaching Earth at fearsome speed TODAY - HT Tech,"Asteroids have been threatening Earth with extremely close approaches recently, and now another one is set to pass the planet today. Know its speed, distance, size, and more.",https://tech.hindustantimes.com/tech/news/asteroid-warning-aircraft-sized-space-rock-approaching-earth-at-fearsome-speed-today-71688618848435.html,2023-07-06T04:50:30Z,general,https://images.hindustantimes.com/tech/img/2023/07/06/1600x900/ygy_1637905928669_1688618998360.jpg
162,Supreme Court Collegium Recommends Appointment Of Justice Dhiraj Singh Thakur As Chief Justice of Andhra... - Live Law - Indian Legal News,"The Supreme Court Collegium (SCC) comprising the CJI D Y Chandrachud, Justice Sanjay Kishan Kaul and Justice Sanjiv Khanna on Wednesday recommended the name of Justice Dhiraj Singh Thakur, Judge,...",https://www.livelaw.in/news-updates/supreme-court-collegium-recommends-justice-dhiraj-singh-thakur-chief-justice-andhra-pradesh-high-court-232022,2023-07-06T04:47:52Z,general,https://www.livelaw.in/h-upload/2023/07/06/479819-justice-dhiraj-singh-thakur-andhra-pradesh-high-court.jpg
163,Dead or hiding? The rumours around Khalistan terrorist Gurpatwant Singh Pannun - Firstpost,"Gurpatwant Singh Pannun, declared a terrorist by India, became a trending topic on social media after reports emerged that the Khalistan supporter and founder of the banned Sikhs for Justice SFJ outfit had died in an accident in the US. However, some deemed t…",https://www.firstpost.com/explainers/dead-or-hiding-the-rumours-around-khalistan-terrorist-gurpatwant-singh-pannun-12832562.html,2023-07-06T04:32:19Z,general,https://images.firstpost.com/wp-content/uploads/2023/07/pannu1.jpg
164,"'Against Constitution, Freedom, Diversity': How Muslim Bodies Are Countering UCC - The Quint","The AIMPLB, JUH and other Muslim bodies have all questioned the basis of the Uniform Civil Code.",https://www.thequint.com/news/politics/against-constitution-freedom-diversity-how-muslim-bodies-are-countering-ucc,2023-07-06T04:22:29Z,general,https://images.thequint.com/thequint%2F2023-07%2F44dae6ca-c698-43e2-8870-138548d5019e%2Fhero_image_UCC.jpg
